sex,typesite,chheight,mtheight,epreas1,foodexp,y
Female,Urban,109.1,162.6,Important,3288,0
Male,Rural,112.45,162.65,Important,606,0
Male,Rural,100.6,162.7,Moderately important,780,1
Female,Urban,111.05,162.75,Important,1164,0
Male,Rural,106.8,162.8,Important,1524,0
Male,Rural,105.9,162.85,Important,642,0
Female,Rural,109.95,162.95,Important,724,0
Female,Rural,115,162.95,Not very important,874,0
Female,Rural,115.6,163,Important,1170,0
Female,Rural,94.1,163.05,Important,630,1
Male,Rural,105.45,163.05,Moderately important,1360,0
Female,Rural,106,163.1,Important,906,0
Male,Rural,111.05,163.15,Not important at all,1246,0
Male,Rural,104.35,163.2,Important,628,1
Male,Rural,114.8,163.45,Moderately important,894,0
Female,Rural,108.5,163.5,Important,1192,0
Male,Rural,106.7,163.55,Moderately important,1404,0
Male,Rural,113.75,163.6,Important,868,0
Female,Rural,111.15,163.6,Very important,1146,0
Female,Rural,109.9,163.7,Moderately important,640,0
Male,Rural,113.35,163.7,Very important,1188,0
Female,Rural,114.3,163.8,Important,316,0
Female,Urban,106.15,163.9,Important,1034,0
Female,Rural,100.65,164,Important,2612,1
Male,Rural,101.55,164.1,Very important,806,1
Female,Rural,110.5,164.15,Important,1614,0
Female,Rural,118.1,164.15,Important,954,0
Female,Rural,103.45,164.2,Important,1486,0
Male,Rural,105.6,164.2,Very important,282,0
Male,Rural,107.3,164.2,Important,1280,0
Male,Urban,113.1,164.2,Important,1398,0
Male,Rural,105,164.4,Important,1376,0
Female,Rural,104.2,164.45,Important,1772,0
Male,Urban,106.5,164.7,Very important,2646,0
Male,Rural,105.9,164.8,Very important,1178,0
Male,Rural,110,164.95,Important,364,0
Male,Rural,104,165,Very important,922,0
Female,Rural,103.6,165,Important,1108,0
Male,Urban,111.5,165,Very important,2170,0
Male,Rural,117.95,165.05,Not very important,1182,0
Male,Rural,105.65,165.15,Important,1732,0
Female,Rural,98.4,165.15,Important,1890,1
Female,Rural,101,165.2,Not very important,782,0
Female,Urban,107.25,165.2,Moderately important,2260,0
Male,Urban,102.3,165.2,Moderately important,2302,0
Male,Rural,102.8,165.3,Important,614,0
Female,Rural,120.05,165.45,Very important,1532,0
Male,Rural,109.2,165.6,Important,1578,0
Male,Rural,114.45,166.45,Important,766,0
Female,Urban,101.65,166.6,Important,634,0
Female,Rural,103.1,166.7,Important,782,0
Male,Rural,111.15,166.7,Moderately important,810,0
Male,Rural,111,167,Important,1664,0
Female,Urban,116.8,167,Not very important,1594,0
Male,Urban,111.55,167,Important,1640,0
Male,Urban,103.1,167.35,Very important,1664,0
Male,Urban,108.8,167.4,Important,1250,0
Female,Rural,108.6,167.7,Important,2126,0
Female,Rural,105.3,167.9,Moderately important,742,0
Female,Urban,103.3,168,Important,658,0
Female,Rural,105.6,168.05,Important,824,0
Female,Rural,108.6,169,Important,688,0
Male,Urban,108.8,169,Moderately important,2262,0
Female,Rural,110.55,169.15,Not very important,586,0
Male,Rural,104.7,170.1,Very important,1196,0
Female,Rural,109.6,170.9,Important,1574,0
Female,Rural,114.3,170.9,Not very important,774,0
Female,Urban,112.55,171.3,Moderately important,2468,0
Male,Urban,104.7,171.85,Important,382,0
Male,Rural,106.5,172.25,Very important,1054,0
Female,Rural,113.45,172.3,Not important at all,736,0
Female,Rural,105.8,173.4,Very important,594,0
Male,Rural,113.85,173.55,Important,688,0
Female,Rural,103.8,174,Important,616,1
Male,Rural,105.4,176.05,Important,664,0
Female,Rural,113.8,178.55,Important,1418,0
